year	lgID	tmID	rank	Games	Wins	Losses	Ties	Points	GF	GA	Name	PIM	tmNumber
1952	NHL	BOS	3	70	28	29	13	69	152	172	Boston Bruins	528	348
1952	NHL	CHI	4	70	27	28	15	69	169	175	Chicago Black Hawks	736	349
1952	NHL	DET	1	70	36	16	18	90	222	133	Detroit Red Wings	645	350
1952	NHL	MTL	2	70	28	23	19	75	155	148	Montreal Canadiens	777	351
1952	NHL	NYR	6	70	17	37	16	50	152	211	New York Rangers	548	352
1952	NHL	TOR	5	70	27	30	13	67	156	167	Toronto Maple Leafs	812	353
1953	NHL	BOS	4	70	32	28	10	74	177	181	Boston Bruins	693	354
1953	NHL	CHI	6	70	12	51	7	31	133	242	Chicago Black Hawks	787	355
1953	NHL	DET	1	70	37	19	14	88	191	132	Detroit Red Wings	814	356
1953	NHL	MTL	2	70	35	24	11	81	195	141	Montreal Canadiens	1064	357
1953	NHL	NYR	5	70	29	31	10	68	161	182	New York Rangers	717	358
1953	NHL	TOR	3	70	32	24	14	78	152	131	Toronto Maple Leafs	1022	359
1954	NHL	BOS	4	70	23	26	21	67	169	188	Boston Bruins	863	360
1954	NHL	CHI	6	70	13	40	17	43	161	235	Chicago Black Hawks	733	361
1954	NHL	DET	1	70	42	17	11	95	204	134	Detroit Red Wings	827	362
1954	NHL	MTL	2	70	41	18	11	93	228	157	Montreal Canadiens	890	363
1954	NHL	NYR	5	70	17	35	18	52	150	210	New York Rangers	692	364
1954	NHL	TOR	3	70	24	24	22	70	147	135	Toronto Maple Leafs	990	365
1955	NHL	BOS	5	70	23	34	13	59	147	185	Boston Bruins	929	366
1955	NHL	CHI	6	70	19	39	12	50	155	216	Chicago Black Hawks	832	367
1955	NHL	DET	2	70	30	24	16	76	183	148	Detroit Red Wings	788	368
1955	NHL	MTL	1	70	45	15	10	100	222	131	Montreal Canadiens	977	369
1955	NHL	NYR	3	70	32	28	10	74	204	203	New York Rangers	911	370
1955	NHL	TOR	4	70	24	33	13	61	153	181	Toronto Maple Leafs	1051	371
1956	NHL	BOS	3	70	34	24	12	80	195	174	Boston Bruins	978	372
1956	NHL	CHI	6	70	16	39	15	47	169	225	Chicago Black Hawks	809	373
1956	NHL	DET	1	70	38	20	12	88	198	157	Detroit Red Wings	656	374
1956	NHL	MTL	2	70	35	23	12	82	210	155	Montreal Canadiens	868	375
1956	NHL	NYR	4	70	26	30	14	66	184	227	New York Rangers	870	376
1956	NHL	TOR	5	70	21	34	15	57	174	192	Toronto Maple Leafs	829	377
1957	NHL	BOS	4	70	27	28	15	69	199	194	Boston Bruins	849	378
1957	NHL	CHI	5	70	24	39	7	55	163	202	Chicago Black Hawks	906	379
1957	NHL	DET	3	70	29	29	12	70	176	207	Detroit Red Wings	758	380
1957	NHL	MTL	1	70	43	17	10	96	250	158	Montreal Canadiens	945	381
1957	NHL	NYR	2	70	32	25	13	77	195	188	New York Rangers	781	382
1957	NHL	TOR	6	70	21	38	11	53	192	226	Toronto Maple Leafs	861	383
1958	NHL	BOS	2	70	32	29	9	73	205	215	Boston Bruins	838	384
1958	NHL	CHI	3	70	28	29	13	69	197	208	Chicago Black Hawks	921	385
1958	NHL	DET	6	70	25	37	8	58	167	218	Detroit Red Wings	613	386
1958	NHL	MTL	1	70	39	18	13	91	258	158	Montreal Canadiens	760	387
1958	NHL	NYR	5	70	26	32	12	64	201	217	New York Rangers	860	388
1958	NHL	TOR	4	70	27	32	11	65	189	201	Toronto Maple Leafs	846	389
1959	NHL	BOS	5	70	28	34	8	64	220	241	Boston Bruins	932	390
1959	NHL	CHI	3	70	28	29	13	69	191	180	Chicago Black Hawks	970	391
1959	NHL	DET	4	70	26	29	15	67	186	197	Detroit Red Wings	538	392
1959	NHL	MTL	1	70	40	18	12	92	255	178	Montreal Canadiens	756	393
1959	NHL	NYR	6	70	17	38	15	49	187	247	New York Rangers	850	394
1959	NHL	TOR	2	70	35	26	9	79	199	195	Toronto Maple Leafs	859	395
1960	NHL	BOS	6	70	15	42	13	43	176	254	Boston Bruins	810	396
1960	NHL	CHI	3	70	29	24	17	75	198	180	Chicago Black Hawks	1072	397
1960	NHL	DET	4	70	25	29	16	66	195	215	Detroit Red Wings	655	398
1960	NHL	MTL	1	70	41	19	10	92	254	188	Montreal Canadiens	811	399
1960	NHL	NYR	5	70	22	38	10	54	204	248	New York Rangers	591	400
1960	NHL	TOR	2	70	39	19	12	90	234	176	Toronto Maple Leafs	844	401
1961	NHL	BOS	6	70	15	47	8	38	177	306	Boston Bruins	712	402
1961	NHL	CHI	3	70	31	26	13	75	217	186	Chicago Black Hawks	894	403
1961	NHL	DET	5	70	23	33	14	60	184	219	Detroit Red Wings	712	404
1961	NHL	MTL	1	70	42	14	14	98	259	166	Montreal Canadiens	818	405
1961	NHL	NYR	4	70	26	32	12	64	195	207	New York Rangers	644	406
1961	NHL	TOR	2	70	37	22	11	85	232	180	Toronto Maple Leafs	762	407
1962	NHL	BOS	6	70	14	39	17	45	198	281	Boston Bruins	636	408
1962	NHL	CHI	2	70	32	21	17	81	194	178	Chicago Black Hawks	906	409
1962	NHL	DET	4	70	32	25	13	77	200	194	Detroit Red Wings	964	410
1962	NHL	MTL	3	70	28	19	23	79	225	183	Montreal Canadiens	751	411
1962	NHL	NYR	5	70	22	36	12	56	211	233	New York Rangers	657	412
1962	NHL	TOR	1	70	35	23	12	82	221	180	Toronto Maple Leafs	816	413
1963	NHL	BOS	6	70	18	40	12	48	170	212	Boston Bruins	858	414
1963	NHL	CHI	2	70	36	22	12	84	218	169	Chicago Black Hawks	1116	415
1963	NHL	DET	4	70	30	29	11	71	191	204	Detroit Red Wings	771	416
1963	NHL	MTL	1	70	36	21	13	85	209	167	Montreal Canadiens	982	417
1963	NHL	NYR	5	70	22	38	10	54	186	242	New York Rangers	715	418
1963	NHL	TOR	3	70	33	25	12	78	192	172	Toronto Maple Leafs	928	419
1964	NHL	BOS	6	70	21	43	6	48	166	253	Boston Bruins	946	420
1964	NHL	CHI	3	70	34	28	8	76	224	176	Chicago Black Hawks	1051	421
1964	NHL	DET	1	70	40	23	7	87	224	175	Detroit Red Wings	1121	422
1964	NHL	MTL	2	70	36	23	11	83	211	185	Montreal Canadiens	1033	423
1964	NHL	NYR	5	70	20	38	12	52	179	246	New York Rangers	760	424
1964	NHL	TOR	4	70	30	26	14	74	204	173	Toronto Maple Leafs	1068	425
1965	NHL	BOS	5	70	21	43	6	48	174	275	Boston Bruins	787	426
1965	NHL	CHI	2	70	37	25	8	82	240	187	Chicago Black Hawks	815	427
1965	NHL	DET	4	70	31	27	12	74	221	194	Detroit Red Wings	804	428
1965	NHL	MTL	1	70	41	21	8	90	239	173	Montreal Canadiens	884	429
1965	NHL	NYR	6	70	18	41	11	47	195	261	New York Rangers	894	430
1965	NHL	TOR	3	70	34	25	11	79	208	187	Toronto Maple Leafs	811	431
1966	NHL	BOS	6	70	17	43	10	44	182	253	Boston Bruins	764	432
1966	NHL	CHI	1	70	41	17	12	94	264	170	Chicago Black Hawks	757	433
1966	NHL	DET	5	70	27	39	4	58	212	241	Detroit Red Wings	719	434
1966	NHL	MTL	2	70	32	25	13	77	202	188	Montreal Canadiens	879	435
1966	NHL	NYR	4	70	30	28	12	72	188	189	New York Rangers	664	436
1966	NHL	TOR	3	70	32	27	11	75	204	211	Toronto Maple Leafs	736	437
1967	NHL	BOS	3	74	37	27	10	84	259	216	Boston Bruins	1031	438
1967	NHL	CHI	4	74	32	26	16	80	212	222	Chicago Black Hawks	602	439
1967	NHL	DET	6	74	27	35	12	66	245	257	Detroit Red Wings	753	440
1967	NHL	LAK	2	74	31	33	10	72	200	224	Los Angeles Kings	808	441
1967	NHL	MNS	4	74	27	32	15	69	191	226	Minnesota North Stars	714	442
1967	NHL	MTL	1	74	42	22	10	94	236	167	Montreal Canadiens	698	443
1967	NHL	NYR	2	74	39	23	12	90	226	183	New York Rangers	669	444
1967	NHL	OAK	6	74	15	42	17	47	153	219	Oakland Seals	777	445
1967	NHL	PHI	1	74	31	32	11	73	173	179	Philadelphia Flyers	979	446
1967	NHL	PIT	5	74	27	34	13	67	195	216	Pittsburgh Penguins	548	447
1967	NHL	STL	3	74	27	31	16	70	177	191	St. Louis Blues	790	448
1967	NHL	TOR	5	74	33	31	10	76	209	176	Toronto Maple Leafs	626	449
1968	NHL	BOS	2	76	42	18	16	100	303	221	Boston Bruins	1291	450
1968	NHL	CHI	6	76	34	33	9	77	280	246	Chicago Black Hawks	832	451
1968	NHL	DET	5	76	33	31	12	78	239	221	Detroit Red Wings	885	452
1968	NHL	LAK	4	76	24	42	10	58	185	260	Los Angeles Kings	688	453
1968	NHL	MNS	6	76	18	43	15	51	189	270	Minnesota North Stars	854	454
1968	NHL	MTL	1	76	46	19	11	103	271	202	Montreal Canadiens	776	455
1968	NHL	NYR	3	76	41	26	9	91	231	196	New York Rangers	806	456
1968	NHL	OAK	2	76	29	36	11	69	219	251	Oakland Seals	807	457
1968	NHL	PHI	3	76	20	35	21	61	174	225	Philadelphia Flyers	954	458
1968	NHL	PIT	5	76	20	45	11	51	189	252	Pittsburgh Penguins	669	459
1968	NHL	STL	1	76	37	25	14	88	204	157	St. Louis Blues	824	460
1968	NHL	TOR	4	76	35	26	15	85	234	217	Toronto Maple Leafs	950	461
1969	NHL	BOS	2	76	40	17	19	99	277	216	Boston Bruins	1196	462
1969	NHL	CHI	1	76	45	22	9	99	250	170	Chicago Black Hawks	901	463
1969	NHL	DET	3	76	40	21	15	95	246	199	Detroit Red Wings	907	464
1969	NHL	LAK	6	76	14	52	10	38	168	290	Los Angeles Kings	969	465
1969	NHL	MNS	3	76	19	35	22	60	224	257	Minnesota North Stars	1008	466
1969	NHL	MTL	5	76	38	22	16	92	244	201	Montreal Canadiens	892	467
1969	NHL	NYR	4	76	38	22	16	92	246	189	New York Rangers	853	468
1969	NHL	OAK	4	76	22	40	14	58	169	243	Oakland Seals	845	469
1969	NHL	PHI	5	76	17	35	24	58	197	225	Philadelphia Flyers	1123	470
1969	NHL	PIT	2	76	26	38	12	64	182	238	Pittsburgh Penguins	1038	471
1969	NHL	STL	1	76	37	27	12	86	224	179	St. Louis Blues	876	472
1969	NHL	TOR	6	76	29	34	13	71	222	242	Toronto Maple Leafs	898	473
1970	NHL	BOS	1	78	57	14	7	121	399	207	Boston Bruins	1156	474
1970	NHL	BUF	5	78	24	39	15	63	217	291	Buffalo Sabres	1188	475
1970	NHL	CHI	1	78	49	20	9	107	277	184	Chicago Black Hawks	1280	476
1970	NHL	CLF	7	78	20	53	5	45	199	320	California Golden Seals	937	477
1970	NHL	DET	7	78	22	45	11	55	209	308	Detroit Red Wings	988	478
1970	NHL	LAK	5	78	25	40	13	63	239	303	Los Angeles Kings	775	479
1970	NHL	MNS	4	78	28	34	16	72	191	223	Minnesota North Stars	898	480
1970	NHL	MTL	3	78	42	23	13	97	291	216	Montreal Canadiens	1271	481
1970	NHL	NYR	2	78	49	18	11	109	259	177	New York Rangers	952	482
1970	NHL	PHI	3	78	28	33	17	73	207	225	Philadelphia Flyers	1060	483
1970	NHL	PIT	6	78	21	37	20	62	221	240	Pittsburgh Penguins	1079	484
1970	NHL	STL	2	78	34	25	19	87	223	208	St. Louis Blues	1092	485
1970	NHL	TOR	4	78	37	33	8	82	248	211	Toronto Maple Leafs	1133	486
1970	NHL	VAN	6	78	24	46	8	56	229	296	Vancouver Canucks	1371	487
1971	NHL	BOS	1	78	54	13	11	119	330	204	Boston Bruins	1112	488
1971	NHL	BUF	6	78	16	43	19	51	203	289	Buffalo Sabres	831	489
1971	NHL	CHI	1	78	46	17	15	107	256	166	Chicago Black Hawks	844	490
1971	NHL	CLF	6	78	21	39	18	60	216	288	California Golden Seals	1007	491
1971	NHL	DET	5	78	33	35	10	76	261	262	Detroit Red Wings	850	492
1971	NHL	LAK	7	78	20	49	9	49	206	305	Los Angeles Kings	719	493
1971	NHL	MNS	2	78	37	29	12	86	212	191	Minnesota North Stars	853	494
1971	NHL	MTL	3	78	46	16	16	108	307	205	Montreal Canadiens	783	495
1971	NHL	NYR	2	78	48	17	13	109	317	192	New York Rangers	1010	496
1971	NHL	PHI	5	78	26	38	14	66	200	236	Philadelphia Flyers	1233	497
1971	NHL	PIT	4	78	26	38	14	66	220	258	Pittsburgh Penguins	978	498
1971	NHL	STL	3	78	28	39	11	67	208	247	St. Louis Blues	1150	499
1971	NHL	TOR	4	78	33	31	14	80	209	208	Toronto Maple Leafs	887	500
1971	NHL	VAN	7	78	20	50	8	48	203	297	Vancouver Canucks	1092	501
1972	NHL	ATF	7	78	25	38	15	65	191	239	Atlanta Flames	852	502
1972	NHL	BOS	2	78	51	22	5	107	330	235	Boston Bruins	1097	503
1972	NHL	BUF	4	78	37	27	14	88	257	219	Buffalo Sabres	940	504
1972	NHL	CHI	1	78	42	27	9	93	284	225	Chicago Black Hawks	864	505
1972	NHL	CLF	8	78	16	46	16	48	213	323	California Golden Seals	840	506
1972	NHL	DET	5	78	37	29	12	86	265	243	Detroit Red Wings	893	507
1972	NHL	LAK	6	78	31	36	11	73	232	245	Los Angeles Kings	888	508
1972	NHL	MNS	3	78	37	30	11	85	254	230	Minnesota North Stars	881	509
1972	NHL	MTL	1	78	52	10	16	120	329	184	Montreal Canadiens	783	510
1972	NHL	NYI	8	78	12	60	6	30	170	347	New York Islanders	881	511
1972	NHL	NYR	3	78	47	23	8	102	297	208	New York Rangers	765	512
1972	NHL	PHI	2	78	37	30	11	85	296	256	Philadelphia Flyers	1756	513
1972	NHL	PIT	5	78	32	37	9	73	257	265	Pittsburgh Penguins	866	514
1972	NHL	STL	4	78	32	34	12	76	233	251	St. Louis Blues	1195	515
1972	NHL	TOR	6	78	27	41	10	64	247	279	Toronto Maple Leafs	716	516
1972	NHL	VAN	7	78	22	47	9	53	233	339	Vancouver Canucks	943	517
1972	WHA	ALB	5	78	38	37	3	79	269	256	Alberta Oilers	843	518
1972	WHA	CHC	6	78	26	50	2	54	245	295	Chicago Cougars	811	519
1972	WHA	CLC	2	78	43	32	3	89	287	239	Cleveland Crusaders	1095	520
1972	WHA	HOU	2	78	39	35	4	82	284	269	Houston Aeros	1363	521
1972	WHA	LAS	3	78	37	35	6	80	259	250	Los Angeles Sharks	1477	522
1972	WHA	MFS	4	78	38	37	3	79	250	269	Minnesota Fighting Saints	1134	523
1972	WHA	NEW	1	78	46	30	2	94	318	263	New England Whalers	858	524
1972	WHA	NRA	6	78	33	43	2	68	303	334	New York Raiders	900	525
1972	WHA	OTN	4	78	35	39	4	74	279	301	Ottawa Nationals	1067	526
1972	WHA	PHB	3	78	38	40	0	76	288	305	Philadelphia Blazers	1260	527
1972	WHA	QUN	5	78	33	40	5	71	276	313	Quebec Nordiques	1354	528
1972	WHA	WIJ	1	78	43	31	4	90	285	249	Winnipeg Jets	757	529
1973	NHL	ATF	4	78	30	34	14	74	214	238	Atlanta Flames	841	530
1973	NHL	BOS	1	78	52	17	9	113	349	221	Boston Bruins	968	531
1973	NHL	BUF	5	78	32	34	12	76	242	250	Buffalo Sabres	787	532
1973	NHL	CHI	2	78	41	14	23	105	272	164	Chicago Black Hawks	877	533
1973	NHL	CLF	8	78	13	55	10	36	195	342	California Golden Seals	651	534
1973	NHL	DET	6	78	29	39	10	68	255	319	Detroit Red Wings	917	535
1973	NHL	LAK	3	78	33	33	12	78	233	231	Los Angeles Kings	1055	536
1973	NHL	MNS	7	78	23	38	17	63	235	275	Minnesota North Stars	821	537
1973	NHL	MTL	2	78	45	24	9	99	293	240	Montreal Canadiens	761	538
1973	NHL	NYI	8	78	19	41	18	56	182	247	New York Islanders	1075	539
1973	NHL	NYR	3	78	40	24	14	94	300	251	New York Rangers	782	540
1973	NHL	PHI	1	78	50	16	12	112	273	164	Philadelphia Flyers	1750	541
1973	NHL	PIT	5	78	28	41	9	65	242	273	Pittsburgh Penguins	950	542
1973	NHL	STL	6	78	26	40	12	64	206	248	St. Louis Blues	1147	543
1973	NHL	TOR	4	78	35	27	16	86	274	230	Toronto Maple Leafs	903	544
1973	NHL	VAN	7	78	24	43	11	59	224	296	Vancouver Canucks	952	545
1973	WHA	CHC	4	78	38	35	5	81	271	273	Chicago Cougars	1041	546
1973	WHA	CLC	3	78	37	32	9	83	266	264	Cleveland Crusaders	1007	547
1973	WHA	EDO	3	78	38	37	3	79	268	269	Edmonton Oilers	1273	548
1973	WHA	HOU	1	78	48	25	5	101	318	219	Houston Aeros	1038	549
1973	WHA	LAS	6	78	25	53	0	50	239	339	Los Angeles Sharks	1086	550
1973	WHA	MFS	2	78	44	32	2	90	332	275	Minnesota Fighting Saints	1243	551
1973	WHA	NEW	1	78	43	31	4	90	291	260	New England Whalers	875	552
1973	WHA	NYJ	6	78	32	42	4	68	268	313	New York Golden Blades/Jersey Knights	933	553
1973	WHA	QUN	5	78	38	36	4	80	306	280	Quebec Nordiques	909	554
1973	WHA	TOT	2	78	41	33	4	86	304	272	Toronto Toros	871	555
1973	WHA	VAB	5	78	27	50	1	55	278	345	Vancouver Blazers	1047	556
1973	WHA	WIJ	4	78	34	39	5	73	264	296	Winnipeg Jets	673	557
1974	NHL	ATF	4	80	34	31	15	83	243	233	Atlanta Flames	915	558
1974	NHL	BOS	2	80	40	26	14	94	345	245	Boston Bruins	1153	559
1974	NHL	BUF	1	80	49	16	15	113	354	240	Buffalo Sabres	1229	560
1974	NHL	CHI	3	80	37	35	8	82	268	241	Chicago Black Hawks	1112	561
1974	NHL	CLF	4	80	19	48	13	51	212	316	California Golden Seals	1101	562
1974	NHL	DET	4	80	23	45	12	58	259	335	Detroit Red Wings	1078	563
1974	NHL	KCS	5	80	15	54	11	41	184	328	Kansas City Scouts	744	564
1974	NHL	LAK	2	80	42	17	21	105	269	185	Los Angeles Kings	1185	565
1974	NHL	MNS	4	80	23	50	7	53	221	341	Minnesota North Stars	1106	566
1974	NHL	MTL	1	80	47	14	19	113	374	225	Montreal Canadiens	1155	567
1974	NHL	NYI	3	80	33	25	22	88	264	221	New York Islanders	1116	568
1974	NHL	NYR	2	80	37	29	14	88	319	276	New York Rangers	1053	569
1974	NHL	PHI	1	80	51	18	11	113	293	181	Philadelphia Flyers	1969	570
1974	NHL	PIT	3	80	37	28	15	89	326	289	Pittsburgh Penguins	1119	571
1974	NHL	STL	2	80	35	31	14	84	269	267	St. Louis Blues	1275	572
1974	NHL	TOR	3	80	31	33	16	78	280	309	Toronto Maple Leafs	1079	573
1974	NHL	VAN	1	80	38	32	10	86	271	254	Vancouver Canucks	965	574
1974	NHL	WAS	5	80	8	67	5	21	181	446	Washington Capitals	1085	575
1974	WHA	CHC	3	78	30	47	1	61	261	312	Chicago Cougars	1086	576
1974	WHA	CLC	2	78	35	40	3	73	236	258	Cleveland Crusaders	1273	577
1974	WHA	EDO	5	78	36	38	4	76	279	279	Edmonton Oilers	896	578
1974	WHA	HOU	1	78	53	25	0	106	369	247	Houston Aeros	1257	579
1974	WHA	IND	4	78	18	57	3	39	216	338	Indianapolis Racers	970	580
1974	WHA	MFS	3	78	42	33	3	87	308	279	Minnesota Fighting Saints	1233	581
1974	WHA	MIB	5	78	21	53	4	46	205	341	Michigan Stags/Baltimore Blades	1104	582
1974	WHA	NEW	1	78	43	30	5	91	274	279	New England Whalers	867	583
1974	WHA	PHR	4	78	39	31	8	86	300	265	Phoenix Roadrunners	1388	584
1974	WHA	QUN	1	78	46	32	0	92	331	299	Quebec Nordiques	1132	585
1974	WHA	SDM	2	78	43	31	4	90	326	268	San Diego Mariners	1058	586
1974	WHA	TOT	2	78	43	33	2	88	349	304	Toronto Toros	883	587
1974	WHA	VAB	4	78	37	39	2	76	256	270	Vancouver Blazers	1075	588
1974	WHA	WIJ	3	78	38	35	5	81	322	293	Winnipeg Jets	869	589
1975	NHL	ATF	3	80	35	33	12	82	262	237	Atlanta Flames	928	590
1975	NHL	BOS	1	80	48	15	17	113	313	237	Boston Bruins	1195	591
1975	NHL	BUF	2	80	46	21	13	105	339	240	Buffalo Sabres	943	592
1975	NHL	CHI	1	80	32	30	18	82	254	261	Chicago Black Hawks	944	593
1975	NHL	CLF	4	80	27	42	11	65	250	278	California Golden Seals	1058	594
1975	NHL	DET	4	80	26	44	10	62	226	300	Detroit Red Wings	1922	595
1975	NHL	KCS	5	80	12	56	12	36	190	351	Kansas City Scouts	984	596
1975	NHL	LAK	2	80	38	33	9	85	263	265	Los Angeles Kings	1022	597
1975	NHL	MNS	4	80	20	53	7	47	195	303	Minnesota North Stars	1191	598
1975	NHL	MTL	1	80	58	11	11	127	337	174	Montreal Canadiens	977	599
1975	NHL	NYI	2	80	42	21	17	101	297	190	New York Islanders	1277	600
1975	NHL	NYR	4	80	29	42	9	67	262	333	New York Rangers	911	601
1975	NHL	PHI	1	80	51	13	16	118	348	209	Philadelphia Flyers	1980	602
1975	NHL	PIT	3	80	35	33	12	82	339	303	Pittsburgh Penguins	1004	603
1975	NHL	STL	3	80	29	37	14	72	249	290	St. Louis Blues	1274	604
1975	NHL	TOR	3	80	34	31	15	83	294	276	Toronto Maple Leafs	1368	605
1975	NHL	VAN	2	80	33	32	15	81	271	272	Vancouver Canucks	1122	606
1975	NHL	WAS	5	80	11	59	10	32	224	394	Washington Capitals	951	607
1975	WHA	CAC	3	80	41	35	4	86	307	282	Calgary Cowboys	1064	608
1975	WHA	CIN	4	80	35	44	1	71	285	340	Cincinnati Stingers	1344	609
1975	WHA	CLC	2	80	35	40	5	75	273	279	Cleveland Crusaders	1356	610
1975	WHA	DOT	5	41	14	26	1	29	134	172	Denver Spurs/Ottawa Civics	536	611
1975	WHA	EDO	4	81	27	49	5	59	268	345	Edmonton Oilers	991	612
1975	WHA	HOU	1	80	53	27	0	106	341	263	Houston Aeros	1093	613
1975	WHA	IND	1	80	35	39	6	76	245	247	Indianapolis Racers	1301	614
1975	WHA	MFS	4	59	30	25	4	64	211	212	Minnesota Fighting Saints	1354	615
1975	WHA	NEW	3	80	33	40	7	73	255	290	New England Whalers	1012	616
1975	WHA	PHR	2	80	39	35	6	84	302	287	Phoenix Roadrunners	1292	617
1975	WHA	QUN	2	81	50	27	4	104	371	316	Quebec Nordiques	1654	618
1975	WHA	SDM	3	80	36	38	6	78	303	290	San Diego Mariners	716	619
1975	WHA	TOT	5	81	24	52	5	53	335	398	Toronto Toros	1099	620
1975	WHA	WIJ	1	81	52	27	2	106	345	254	Winnipeg Jets	940	621
1976	NHL	ATF	3	80	34	34	12	80	264	265	Atlanta Flames	889	622
1976	NHL	BOS	1	80	49	23	8	106	312	240	Boston Bruins	1065	623
1976	NHL	BUF	2	80	48	24	8	104	301	220	Buffalo Sabres	848	624
1976	NHL	CHI	3	80	26	43	11	63	240	298	Chicago Black Hawks	1104	625
1976	NHL	CLE	4	80	25	42	13	63	240	292	Cleveland Barons	1011	626
1976	NHL	COR	5	80	20	46	14	54	226	307	Colorado Rockies	978	627
1976	NHL	DET	5	80	16	55	9	41	183	309	Detroit Red Wings	1332	628
1976	NHL	LAK	2	80	34	31	15	83	271	241	Los Angeles Kings	1186	629
1976	NHL	MNS	2	80	23	39	18	64	240	310	Minnesota North Stars	774	630
1976	NHL	MTL	1	80	60	8	12	132	387	171	Montreal Canadiens	764	631
1976	NHL	NYI	2	80	47	21	12	106	288	193	New York Islanders	1012	632
1976	NHL	NYR	4	80	29	37	14	72	272	310	New York Rangers	1164	633
1976	NHL	PHI	1	80	48	16	16	112	323	213	Philadelphia Flyers	1547	634
1976	NHL	PIT	3	80	34	33	13	81	240	252	Pittsburgh Penguins	669	635
1976	NHL	STL	1	80	32	39	9	73	239	276	St. Louis Blues	877	636
1976	NHL	TOR	3	80	33	32	15	81	301	285	Toronto Maple Leafs	1200	637
1976	NHL	VAN	4	80	25	42	13	63	235	294	Vancouver Canucks	1078	638
1976	NHL	WAS	4	80	24	42	14	62	221	307	Washington Capitals	1231	639
1976	WHA	BIR	5	81	31	46	4	66	289	309	Birmingham Bulls	1179	640
1976	WHA	CAC	5	81	31	43	7	69	252	296	Calgary Cowboys	832	641
1976	WHA	CIN	2	81	39	37	5	83	354	303	Cincinnati Stingers	970	642
1976	WHA	EDO	4	81	34	43	4	72	243	304	Edmonton Oilers	1319	643
1976	WHA	HOU	1	80	50	24	6	106	320	241	Houston Aeros	1432	644
1976	WHA	IND	3	81	36	37	8	80	276	305	Indianapolis Racers	880	645
1976	WHA	MF2	6	42	19	18	5	43	136	129	Minnesota Fighting Saints	600	646
1976	WHA	NEW	4	81	35	40	6	76	275	290	New England Whalers	1254	647
1976	WHA	PHR	6	80	28	48	4	60	281	383	Phoenix Roadrunners	915	648
1976	WHA	QUN	1	81	47	31	3	97	353	295	Quebec Nordiques	1485	649
1976	WHA	SDM	3	81	40	37	4	84	284	283	San Diego Mariners	834	650
1976	WHA	WIJ	2	80	46	32	2	94	366	291	Winnipeg Jets	991	651
1977	NHL	ATF	3	80	34	27	19	87	274	252	Atlanta Flames	984	652
1977	NHL	BOS	1	80	51	18	11	113	333	218	Boston Bruins	1237	653
1977	NHL	BUF	2	80	44	19	17	105	288	215	Buffalo Sabres	800	654
1977	NHL	CHI	1	80	32	29	19	83	230	220	Chicago Black Hawks	1308	655
1977	NHL	CLE	4	80	22	45	13	57	230	325	Cleveland Barons	1010	656
1977	NHL	COR	2	80	19	40	21	59	257	305	Colorado Rockies	818	657
1977	NHL	DET	2	80	32	34	14	78	252	266	Detroit Red Wings	1534	658
1977	NHL	LAK	3	80	31	34	15	77	243	245	Los Angeles Kings	903	659
1977	NHL	MNS	5	80	18	53	9	45	218	325	Minnesota North Stars	1096	660
1977	NHL	MTL	1	80	59	10	11	129	359	183	Montreal Canadiens	745	661
1977	NHL	NYI	1	80	48	17	15	111	334	210	New York Islanders	938	662
1977	NHL	NYR	4	80	30	37	13	73	279	280	New York Rangers	1057	663
1977	NHL	PHI	2	80	45	20	15	105	296	200	Philadelphia Flyers	1668	664
1977	NHL	PIT	4	80	25	37	18	68	254	321	Pittsburgh Penguins	1300	665
1977	NHL	STL	4	80	20	47	13	53	195	304	St. Louis Blues	845	666
1977	NHL	TOR	3	80	41	29	10	92	271	237	Toronto Maple Leafs	1258	667
1977	NHL	VAN	3	80	20	43	17	57	239	320	Vancouver Canucks	962	668
1977	NHL	WAS	5	80	17	49	14	48	195	321	Washington Capitals	1332	669
1977	WHA	BIR	6	80	36	41	3	75	287	314	Birmingham Bulls	2177	670
1977	WHA	CIN	7	80	35	42	3	73	298	332	Cincinnati Stingers	1701	671
1977	WHA	CZE	10	8	1	6	1	3	21	40	Czechoslovakia	87	672
1977	WHA	EDO	5	80	38	39	3	79	309	307	Edmonton Oilers	1296	673
1977	WHA	HOU	3	80	42	34	4	88	296	302	Houston Aeros	1543	674
1977	WHA	IND	8	80	24	51	5	53	267	353	Indianapolis Racers	1189	675
1977	WHA	NEW	2	80	44	31	5	93	335	269	New England Whalers	1255	676
1977	WHA	QUN	4	80	40	37	3	83	349	347	Quebec Nordiques	1185	677
1977	WHA	SOV	9	8	3	4	1	7	27	36	Soviet All Stars	122	678
1977	WHA	WIJ	1	80	50	28	2	102	381	270	Winnipeg Jets	988	679
1978	NHL	ATF	4	80	41	31	8	90	327	280	Atlanta Flames	1158	680
1978	NHL	BOS	1	80	43	23	14	100	316	270	Boston Bruins	1222	681
1978	NHL	BUF	2	80	36	28	16	88	280	263	Buffalo Sabres	1026	682
1978	NHL	CHI	1	80	29	36	15	73	244	277	Chicago Black Hawks	1254	683
1978	NHL	COR	4	80	15	53	12	42	210	331	Colorado Rockies	838	684
1978	NHL	DET	5	80	23	41	16	62	252	295	Detroit Red Wings	1359	685
1978	NHL	LAK	3	80	34	34	12	80	292	286	Los Angeles Kings	1134	686
