year	lgID	tmID	rank	Games	Wins	Losses	Ties	Points	GF	GA	Name	PIM	tmNumber
2009	NHL	DET	2	82	44	24		102	229	216	Detroit Red Wings	723	1440
2009	NHL	EDM	5	82	27	47		62	214	284	Edmonton Oilers	1133	1441
2009	NHL	FLO	5	82	32	37		77	208	244	Florida Panthers	977	1442
2009	NHL	LAK	3	82	46	27		101	241	219	Los Angeles Kings	979	1443
2009	NHL	MIN	4	82	38	36		84	219	246	Minnesota Wild	924	1444
2009	NHL	MTL	4	82	39	33		88	217	223	Montreal Canadiens	936	1445
2009	NHL	NAS	3	82	47	29		100	225	225	Nashville Predators	710	1446
2009	NHL	NJD	1	82	48	27		103	222	191	New Jersey Devils	859	1447
2009	NHL	NYI	5	82	34	37		79	222	264	New York Islanders	950	1448
2009	NHL	NYR	4	82	38	33		87	222	218	New York Rangers	1159	1449
2009	NHL	OTT	2	82	44	32		94	225	238	Ottawa Senators	1141	1450
2009	NHL	PHI	3	82	41	35		88	236	225	Philadelphia Flyers	1362	1451
2009	NHL	PHO	2	82	50	25		107	225	202	Phoenix Coyotes	925	1452
2009	NHL	PIT	2	82	47	28		101	257	237	Pittsburgh Penguins	1195	1453
2009	NHL	SJS	1	82	51	20		113	264	215	San Jose Sharks	1155	1454
2009	NHL	STL	4	82	40	32		90	225	223	St. Louis Blues	1318	1455
2009	NHL	TBL	4	82	34	36		80	217	260	Tampa Bay Lightning	1377	1456
2009	NHL	TOR	5	82	30	38		74	214	267	Toronto Maple Leafs	1091	1457
2009	NHL	VAN	1	82	49	28		103	272	222	Vancouver Canucks	1269	1458
2009	NHL	WAS	1	82	54	15		121	318	233	Washington Capitals	940	1459
2010	NHL	AND	2	82	47	30		99	239	235	Anaheim Ducks	1178	1460
2010	NHL	ATL	4	82	34	36		80	223	269	Atlanta Thrashers	930	1461
2010	NHL	BOS	1	82	46	25		103	246	195	Boston Bruins	1115	1462
2010	NHL	BUF	3	82	43	29		96	245	229	Buffalo Sabres	958	1463
2010	NHL	CAL	2	82	41	29		94	250	237	Calgary Flames	836	1464
2010	NHL	CAR	3	82	40	31		91	236	239	Carolina Hurricanes	835	1465
2010	NHL	CBS	5	82	34	35		81	215	258	Columbus Blue Jackets	1113	1466
2010	NHL	CHI	3	82	44	29		97	258	225	Chicago Blackhawks	742	1467
2010	NHL	COL	4	82	30	44		68	227	288	Colorado Avalanche	1077	1468
2010	NHL	DAL	5	82	42	29		95	227	233	Dallas Stars	1066	1469
2010	NHL	DET	1	82	47	25		104	261	241	Detroit Red Wings	754	1470
2010	NHL	EDM	5	82	25	45		62	193	269	Edmonton Oilers	1270	1471
2010	NHL	FLO	5	82	30	40		72	195	229	Florida Panthers	716	1472
2010	NHL	LAK	4	82	46	30		98	219	198	Los Angeles Kings	962	1473
2010	NHL	MIN	3	82	39	35		86	206	233	Minnesota Wild	983	1474
2010	NHL	MTL	2	82	44	30		96	216	209	Montreal Canadiens	1097	1475
2010	NHL	NAS	2	82	44	27		99	219	194	Nashville Predators	720	1476
2010	NHL	NJD	4	82	38	39		81	174	209	New Jersey Devils	765	1477
2010	NHL	NYI	5	82	30	39		73	229	264	New York Islanders	1515	1478
2010	NHL	NYR	3	82	44	33		93	233	198	New York Rangers	1074	1479
2010	NHL	OTT	5	82	32	40		74	192	250	Ottawa Senators	1149	1480
2010	NHL	PHI	1	82	47	23		106	259	223	Philadelphia Flyers	1119	1481
2010	NHL	PHO	3	82	43	26		99	231	226	Phoenix Coyotes	863	1482
2010	NHL	PIT	2	82	49	25		106	238	199	Pittsburgh Penguins	1388	1483
2010	NHL	SJS	1	82	48	25		105	248	213	San Jose Sharks	931	1484
2010	NHL	STL	4	82	38	33		87	240	234	St. Louis Blues	1225	1485
2010	NHL	TBL	2	82	46	25		103	247	240	Tampa Bay Lightning	905	1486
2010	NHL	TOR	4	82	37	34		85	218	251	Toronto Maple Leafs	985	1487
2010	NHL	VAN	1	82	54	19		117	262	185	Vancouver Canucks	943	1488
2010	NHL	WAS	1	82	48	23		107	224	197	Washington Capitals	926	1489
2011	NHL	AND	5	82	34	36		80	204	231	Anaheim Ducks	980	1490
2011	NHL	BOS	1	82	49	29		102	269	202	Boston Bruins	1101	1491
2011	NHL	BUF	3	82	39	32		89	218	230	Buffalo Sabres	904	1492
2011	NHL	CAL	2	82	37	29		90	202	226	Calgary Flames	885	1493
2011	NHL	CAR	5	82	33	33		82	213	243	Carolina Hurricanes	763	1494
2011	NHL	CBS	5	82	29	46		65	202	262	Columbus Blue Jackets	1037	1495
2011	NHL	CHI	4	82	45	26		101	248	238	Chicago Blackhawks	848	1496
2011	NHL	COL	3	82	41	35		88	208	220	Colorado Avalanche	902	1497
2011	NHL	DAL	4	82	42	35		89	211	222	Dallas Stars	1032	1498
2011	NHL	DET	3	82	48	28		102	248	203	Detroit Red Wings	699	1499
2011	NHL	EDM	5	82	32	40		74	212	239	Edmonton Oilers	942	1500
2011	NHL	FLO	1	82	38	26		94	203	227	Florida Panthers	792	1501
2011	NHL	LAK	3	82	40	27		95	194	179	Los Angeles Kings	923	1502
2011	NHL	MIN	4	82	35	36		81	177	226	Minnesota Wild	994	1503
2011	NHL	MTL	5	82	31	35		78	212	226	Montreal Canadiens	954	1504
2011	NHL	NAS	2	82	48	26		104	237	210	Nashville Predators	689	1505
2011	NHL	NJD	4	82	48	28		102	228	209	New Jersey Devils	944	1506
2011	NHL	NYI	5	82	34	37		79	203	255	New York Islanders	763	1507
2011	NHL	NYR	1	82	51	24		109	226	187	New York Rangers	1059	1508
2011	NHL	OTT	2	82	41	31		92	249	240	Ottawa Senators	1145	1509
2011	NHL	PHI	3	82	47	26		103	264	232	Philadelphia Flyers	1318	1510
2011	NHL	PHO	1	82	42	27		97	216	204	Phoenix Coyotes	757	1511
2011	NHL	PIT	2	82	51	25		108	282	221	Pittsburgh Penguins	880	1512
2011	NHL	SJS	2	82	43	29		96	228	210	San Jose Sharks	785	1513
2011	NHL	STL	1	82	49	22		109	210	165	St. Louis Blues	1062	1514
2011	NHL	TBL	3	82	38	36		84	235	281	Tampa Bay Lightning	865	1515
2011	NHL	TOR	4	82	35	37		80	231	264	Toronto Maple Leafs	824	1516
2011	NHL	VAN	1	82	51	22		111	249	198	Vancouver Canucks	1049	1517
2011	NHL	WAS	2	82	42	32		92	222	230	Washington Capitals	767	1518
2011	NHL	WPG	4	82	37	35		84	225	246	Winnipeg Jets	905	1519
