coachID	year	tmID	lgID	order	games	wins	losses	ties	coachNumber
oreilte01c	1987	BOS	NHL	1	80	44	30	6	1198
oreilte01c	1988	BOS	NHL	1	80	37	29	14	1199
paddojo01c	1991	WIN	NHL	1	80	33	32	15	1200
paddojo01c	1992	WIN	NHL	1	84	40	37	7	1201
paddojo01c	1993	WIN	NHL	1	84	24	51	9	1202
paddojo01c	1994	WIN	NHL	1	33	9	18	6	1203
paddojo01c	2007	OTT	NHL	1	64	36	22	6	1204
pagepi01c	1988	MNS	NHL	1	80	27	37	16	1205
pagepi01c	1989	MNS	NHL	1	80	36	40	4	1206
pagepi01c	1991	QUE	NHL	2	62	17	34	11	1207
pagepi01c	1992	QUE	NHL	1	84	47	27	10	1208
pagepi01c	1993	QUE	NHL	1	84	34	42	8	1209
pagepi01c	1995	CAL	NHL	1	82	34	37	11	1210
pagepi01c	1996	CAL	NHL	1	82	32	41	9	1211
pagepi01c	1997	ANA	NHL	1	82	26	43	13	1212
parkbr01c	1985	DET	NHL	2	45	9	34	2	1213
paterri01c	1997	TBL	NHL	2	6	0	6	0	1214
patricr01c	1980	NYR	NHL	2	60	26	23	11	1215
patricr01c	1984	NYR	NHL	2	35	11	22	2	1216
patricr01c	1989	PIT	NHL	2	54	22	26	6	1217
patricr01c	1996	PIT	NHL	2	20	7	10	3	1218
patrifr01c	1911	VML	PCHA	1	15	7	8	0	1219
patrifr01c	1912	VML	PCHA	1	14	7	7	0	1220
patrifr01c	1913	VML	PCHA	1	16	7	9	0	1221
patrifr01c	1914	VML	PCHA	1	17	13	4	0	1222
patrifr01c	1915	VML	PCHA	1	18	9	9	0	1223
patrifr01c	1916	VML	PCHA	1	23	14	9	0	1224
patrifr01c	1917	VML	PCHA	1	18	9	9	0	1225
patrifr01c	1918	VML	PCHA	1	20	12	8	0	1226
patrifr01c	1919	VML	PCHA	1	22	11	11	0	1227
patrifr01c	1920	VML	PCHA	1	24	13	11	0	1228
patrifr01c	1921	VML	PCHA	1	24	12	12	0	1229
patrifr01c	1922	VAM	PCHA	1	30	17	12	1	1230
patrifr01c	1923	VAM	PCHA	1	30	13	16	1	1231
patrifr01c	1924	VMR	WCHL	1	28	12	16	0	1232
patrifr01c	1925	VMR	WCHL	1	30	10	18	2	1233
patrifr01c	1934	BOS	NHL	1	48	26	16	6	1234
patrifr01c	1935	BOS	NHL	1	48	22	20	6	1235
patrile01c	1911	VA1	PCHA	1	16	7	9	0	1236
patrile01c	1912	VA1	PCHA	1	15	10	5	0	1237
patrile01c	1913	VA1	PCHA	1	16	10	6	0	1238
patrile01c	1914	VA1	PCHA	1	17	4	13	0	1239
patrile01c	1915	VA1	PCHA	1	18	5	13	0	1240
patrile01c	1916	SPO	PCHA	1	23	8	15	0	1241
patrile01c	1918	VA2	PCHA	1	20	7	13	0	1242
patrile01c	1919	VA2	PCHA	1	22	10	12	0	1243
patrile01c	1920	VA2	PCHA	1	24	10	13	1	1244
patrile01c	1921	VA2	PCHA	1	24	11	12	1	1245
patrile01c	1922	VC1	PCHA	1	30	16	14	0	1246
patrile01c	1923	VC1	PCHA	1	30	11	18	1	1247
patrile01c	1924	VIC	WCHL	1	28	16	12	0	1248
patrile01c	1925	VIC	WCHL	1	30	15	11	4	1249
patrile01c	1926	NYR	NHL	1	44	25	13	6	1250
patrile01c	1927	NYR	NHL	1	44	19	16	9	1251
patrile01c	1928	NYR	NHL	1	44	21	13	10	1252
patrile01c	1929	NYR	NHL	1	44	17	17	10	1253
patrile01c	1930	NYR	NHL	1	44	19	16	9	1254
patrile01c	1931	NYR	NHL	1	48	23	17	8	1255
patrile01c	1932	NYR	NHL	1	48	23	17	8	1256
patrile01c	1933	NYR	NHL	1	48	21	19	8	1257
patrile01c	1934	NYR	NHL	1	48	22	20	6	1258
patrile01c	1935	NYR	NHL	1	48	19	17	12	1259
patrile01c	1936	NYR	NHL	1	48	19	20	9	1260
patrile01c	1937	NYR	NHL	1	48	27	15	6	1261
patrile01c	1938	NYR	NHL	1	48	26	16	6	1262
patrily01c	1948	NYR	NHL	2	37	12	20	5	1263
patrily01c	1949	NYR	NHL	1	70	28	31	11	1264
patrily01c	1950	BOS	NHL	1	70	22	30	18	1265
patrily01c	1951	BOS	NHL	1	70	25	29	16	1266
patrily01c	1952	BOS	NHL	1	70	28	29	13	1267
patrily01c	1953	BOS	NHL	1	70	32	28	10	1268
patrily01c	1954	BOS	NHL	1	30	10	14	6	1269
patrily01c	1967	STL	NHL	1	16	4	10	2	1270
patrily01c	1974	STL	NHL	2	2	1	0	1	1271
patrily01c	1975	STL	NHL	2	8	3	5	0	1272
patrimu01c	1953	NYR	NHL	2	30	15	11	4	1273
patrimu01c	1954	NYR	NHL	1	70	17	35	18	1274
patrimu01c	1959	NYR	NHL	2	2	0	1	1	1275
patrimu01c	1962	NYR	NHL	1	34	11	19	4	1276
payneda01c	2009	STL	NHL	2	42	23	15	4	1277
payneda01c	2010	STL	NHL	1	82	38	33	11	1278
payneda01c	2011	STL	NHL	1	13	6	7	0	1279
perroje01c	1985	MTL	NHL	1	80	40	33	7	1280
perroje01c	1986	MTL	NHL	1	80	41	29	10	1281
perroje01c	1987	MTL	NHL	1	80	45	22	13	1282
perroje01c	1988	QUE	NHL	2	47	16	26	5	1283
perrydo01c	1981	LAK	NHL	2	38	11	17	10	1284
perrydo01c	1982	LAK	NHL	1	80	27	41	12	1285
perrydo01c	1983	LAK	NHL	1	50	14	27	9	1286
pikeal01c	1959	NYR	NHL	3	53	14	28	11	1287
pikeal01c	1960	NYR	NHL	1	70	22	38	10	1288
pilouru01c	1957	CHI	NHL	2	37	14	22	1	1289
pilouru01c	1958	CHI	NHL	1	70	28	29	13	1290
pilouru01c	1959	CHI	NHL	1	70	28	29	13	1291
pilouru01c	1960	CHI	NHL	1	70	29	24	17	1292
pilouru01c	1961	CHI	NHL	1	70	31	26	13	1293
pilouru01c	1962	CHI	NHL	1	70	32	21	17	1294
pilouru01c	1974	WIJ	WHA	1	37	18	17	2	1295
pilouru01c	1974	WIJ	WHA	3	28	16	9	3	1296
pindebo01c	1921	SMJ	WCHL	1	24	5	19	0	1297
plageba01c	1977	STL	NHL	2	26	9	11	6	1298
plageba01c	1978	STL	NHL	1	80	18	50	12	1299
plageba01c	1979	STL	NHL	1	24	7	14	3	1300
plageba01c	1982	STL	NHL	2	48	15	21	12	1301
plagebo01c	1992	STL	NHL	1	11	4	6	1	1302
plantja01c	1973	QUN	WHA	1	78	38	36	4	1303
playfji01c	2006	CAL	NHL	1	82	43	29	10	1304
pleaula01c	1980	HAR	NHL	2	20	6	12	2	1305
pleaula01c	1981	HAR	NHL	1	80	21	41	18	1306
pleaula01c	1982	HAR	NHL	2	18	4	13	1	1307
pleaula01c	1987	HAR	NHL	2	26	13	13	0	1308
pleaula01c	1988	HAR	NHL	1	80	37	38	5	1309
polanni01c	1982	DET	NHL	1	80	21	44	15	1310
polanni01c	1983	DET	NHL	1	80	31	42	7	1311
polanni01c	1984	DET	NHL	1	80	27	41	12	1312
popeila01c	1973	NYR	NHL	1	41	18	14	9	1313
powered01c	1924	TRS	NHL	1	30	19	11	0	1314
powered01c	1925	TRS	NHL	1	36	12	21	3	1315
primejo01c	1950	TOR	NHL	1	70	41	16	13	1316
primejo01c	1951	TOR	NHL	1	70	29	25	16	1317
primejo01c	1952	TOR	NHL	1	70	27	30	13	1318
pronoma01c	1972	CHC	WHA	1	78	26	50	2	1319
pronoma01c	1977	BUF	NHL	1	80	44	19	17	1320
pronoma01c	1978	BUF	NHL	1	24	8	10	6	1321
pulfobo01c	1972	LAK	NHL	1	78	31	36	11	1322
pulfobo01c	1973	LAK	NHL	1	78	33	33	12	1323
pulfobo01c	1974	LAK	NHL	1	80	42	17	21	1324
pulfobo01c	1975	LAK	NHL	1	80	38	33	9	1325
pulfobo01c	1976	LAK	NHL	1	80	34	31	15	1326
pulfobo01c	1977	CHI	NHL	1	80	32	29	19	1327
pulfobo01c	1978	CHI	NHL	1	80	29	36	15	1328
pulfobo01c	1981	CHI	NHL	2	28	12	14	2	1329
pulfobo01c	1984	CHI	NHL	2	27	16	7	4	1330
pulfobo01c	1985	CHI	NHL	1	80	39	33	8	1331
pulfobo01c	1986	CHI	NHL	1	80	29	37	14	1332
pulfobo01c	1999	CHI	NHL	2	58	28	24	6	1333
quennjo01c	1996	STL	NHL	3	40	18	15	7	1334
quennjo01c	1997	STL	NHL	1	82	45	29	8	1335
quennjo01c	1998	STL	NHL	1	82	37	32	13	1336
quennjo01c	1999	STL	NHL	1	82	51	20	11	1337
quennjo01c	2000	STL	NHL	1	82	43	27	12	1338
quennjo01c	2001	STL	NHL	1	82	43	31	8	1339
quennjo01c	2002	STL	NHL	1	82	41	30	11	1340
quennjo01c	2003	STL	NHL	1	61	29	25	7	1341
quennjo01c	2005	COL	NHL	1	82	43	30	9	1342
quennjo01c	2006	COL	NHL	1	82	44	31	7	1343
quennjo01c	2007	COL	NHL	1	82	44	31	7	1344
quennjo01c	2008	CHI	NHL	2	78	45	22	11	1345
quennjo01c	2009	CHI	NHL	1	82	52	22	8	1346
quennjo01c	2010	CHI	NHL	1	82	44	29	9	1347
quennjo01c	2011	CHI	NHL	1	82	45	26	11	1348
querrch01c	1922	TRS	NHL	2	19	11	7	1	1349
querrch01c	1923	TRS	NHL	1	24	10	14	0	1350
querrch01c	1926	TRS	NHL	2	29	8	17	4	1351
quinnmi01c	1912	QU1	NHA	1	20	16	4	0	1352
quinnmi01c	1913	QU1	NHA	1	20	12	8	0	1353
quinnmi01c	1914	QU1	NHA	1	20	11	9	0	1354
quinnmi01c	1915	QU1	NHA	1	24	10	12	2	1355
quinnmi01c	1916	QU1	NHA	1	20	10	10	0	1356
quinnmi01c	1919	QUB	NHL	1	24	4	20	0	1357
quinnpa01c	1978	PHI	NHL	2	30	18	8	4	1358
quinnpa01c	1979	PHI	NHL	1	80	48	12	20	1359
quinnpa01c	1980	PHI	NHL	1	80	41	24	15	1360
quinnpa01c	1981	PHI	NHL	1	72	34	29	9	1361
quinnpa01c	1984	LAK	NHL	1	80	34	32	14	1362
quinnpa01c	1985	LAK	NHL	1	80	23	49	8	1363
quinnpa01c	1986	LAK	NHL	1	42	18	20	4	1364
quinnpa01c	1990	VAN	NHL	2	26	9	13	4	1365
quinnpa01c	1991	VAN	NHL	1	80	42	26	12	1366
quinnpa01c	1992	VAN	NHL	1	84	46	29	9	1367
quinnpa01c	1993	VAN	NHL	1	84	41	40	3	1368
quinnpa01c	1995	VAN	NHL	2	6	3	3	0	1369
quinnpa01c	1998	TOR	NHL	1	82	45	30	7	1370
quinnpa01c	1999	TOR	NHL	1	82	45	30	7	1371
quinnpa01c	2000	TOR	NHL	1	82	37	34	11	1372
quinnpa01c	2001	TOR	NHL	1	82	43	29	10	1373
quinnpa01c	2002	TOR	NHL	1	82	44	31	7	1374
quinnpa01c	2003	TOR	NHL	1	82	45	27	10	1375
quinnpa01c	2005	TOR	NHL	1	82	41	33	8	1376
quinnpa01c	2009	EDM	NHL	1	82	27	47	8	1377
raedeca01c	2002	SJS	NHL	2	1	1	0	0	1378
rafteje01c	1977	CIN	WHA	2	5	2	3	0	1379
ramsacr01c	1986	BUF	NHL	2	21	4	15	2	1380
ramsacr01c	2000	PHI	NHL	1	28	12	12	4	1381
ramsacr01c	2010	ATL	NHL	1	82	34	36	12	1382
randake01c	1923	HAM	NHL	2	14	6	8	0	1383
reaybi01c	1957	TOR	NHL	1	70	21	38	11	1384
reaybi01c	1958	TOR	NHL	1	20	5	12	3	1385
reaybi01c	1963	CHI	NHL	1	70	36	22	12	1386
reaybi01c	1964	CHI	NHL	1	70	34	28	8	1387
reaybi01c	1965	CHI	NHL	1	70	37	25	8	1388
reaybi01c	1966	CHI	NHL	1	70	41	17	12	1389
reaybi01c	1967	CHI	NHL	1	74	32	26	16	1390
reaybi01c	1968	CHI	NHL	1	76	34	33	9	1391
reaybi01c	1969	CHI	NHL	1	76	45	22	9	1392
reaybi01c	1970	CHI	NHL	1	78	49	20	9	1393
reaybi01c	1971	CHI	NHL	1	78	46	17	15	1394
reaybi01c	1972	CHI	NHL	1	78	42	27	9	1395
reaybi01c	1973	CHI	NHL	1	78	41	14	23	1396
reaybi01c	1974	CHI	NHL	1	80	37	35	8	1397
reaybi01c	1975	CHI	NHL	1	80	32	30	18	1398
reaybi01c	1976	CHI	NHL	1	34	10	19	5	1399
reganla01c	1970	LAK	NHL	1	78	25	40	13	1400
reganla01c	1971	LAK	NHL	1	10	2	7	1	1401
renneto01c	1996	VAN	NHL	1	82	35	40	7	1402
renneto01c	1997	VAN	NHL	1	19	4	13	2	1403
renneto01c	2003	NYR	NHL	2	20	5	15	0	1404
renneto01c	2005	NYR	NHL	1	82	44	26	12	1405
renneto01c	2006	NYR	NHL	1	82	42	30	10	1406
renneto01c	2007	NYR	NHL	1	82	42	27	13	1407
renneto01c	2008	NYR	NHL	1	61	31	23	7	1408
renneto01c	2010	EDM	NHL	1	82	25	45	12	1409
renneto01c	2011	EDM	NHL	1	82	32	40	10	1410
richama01c	1972	QUN	WHA	1	2	1	1	0	1411
richato01c	2009	MIN	NHL	1	82	38	36	8	1412
richato01c	2010	MIN	NHL	1	82	39	35	8	1413
richato01c	2011	CBS	NHL	2	41	18	21	2	1414
ridpabr01c	1912	TBS	NHA	1	20	9	11	0	1415
risebdo01c	1990	CAL	NHL	1	80	46	26	8	1416
risebdo01c	1991	CAL	NHL	1	64	25	30	9	1417
roberji01c	1981	BUF	NHL	2	45	21	16	8	1418
roberji01c	1991	HAR	NHL	1	80	26	41	13	1419
roberji01c	1996	STL	NHL	2	9	3	3	3	1420
robinla01c	1995	LAK	NHL	1	82	24	40	18	1421
robinla01c	1996	LAK	NHL	1	82	28	43	11	1422
robinla01c	1997	LAK	NHL	1	82	38	33	11	1423
robinla01c	1998	LAK	NHL	1	82	32	45	5	1424
robinla01c	1999	NJD	NHL	2	8	4	4	0	1425
robinla01c	2000	NJD	NHL	1	82	48	22	12	1426
robinla01c	2001	NJD	NHL	1	51	21	23	7	1427
robinla01c	2005	NJD	NHL	1	32	14	13	5	1428
roddemi01c	1926	TRS	NHL	1	2	0	2	0	1429
rollial01c	1976	PHR	WHA	1	80	28	48	4	1430
romeral01c	1926	TRS	NHL	3	13	7	5	1	1431
rossar01c	1913	MOW	NHA	2	5	3	2	0	1432
rossar01c	1917	MTW	NHL	1	6	1	5	0	1433
rossar01c	1922	HAM	NHL	1	24	6	18	0	1434
rossar01c	1924	BOS	NHL	1	30	6	24	0	1435
rossar01c	1925	BOS	NHL	1	36	17	15	4	1436
rossar01c	1926	BOS	NHL	1	44	21	20	3	1437
rossar01c	1927	BOS	NHL	1	44	20	13	11	1438
rossar01c	1929	BOS	NHL	1	44	38	5	1	1439
rossar01c	1930	BOS	NHL	1	44	28	10	6	1440
rossar01c	1931	BOS	NHL	1	48	15	21	12	1441
rossar01c	1932	BOS	NHL	1	48	25	15	8	1442
rossar01c	1933	BOS	NHL	1	48	18	25	5	1443
rossar01c	1936	BOS	NHL	1	48	23	18	7	1444
rossar01c	1937	BOS	NHL	1	48	30	11	7	1445
rossar01c	1938	BOS	NHL	1	48	36	10	2	1446
rossar01c	1941	BOS	NHL	1	48	25	17	6	1447
rossar01c	1942	BOS	NHL	1	50	24	17	9	1448
rossar01c	1943	BOS	NHL	1	50	19	26	5	1449
rossar01c	1944	BOS	NHL	1	50	16	30	4	1450
ruelcl01c	1968	MTL	NHL	1	76	46	19	11	1451
ruelcl01c	1969	MTL	NHL	1	76	38	22	16	1452
ruelcl01c	1970	MTL	NHL	1	23	11	8	4	1453
ruelcl01c	1979	MTL	NHL	2	50	32	11	7	1454
ruelcl01c	1980	MTL	NHL	1	80	45	22	13	1455
ruffli01c	1997	BUF	NHL	1	82	36	29	17	1456
ruffli01c	1998	BUF	NHL	1	82	37	28	17	1457
ruffli01c	1999	BUF	NHL	1	82	35	36	11	1458
ruffli01c	2000	BUF	NHL	1	82	46	31	5	1459
ruffli01c	2001	BUF	NHL	1	82	35	36	11	1460
ruffli01c	2002	BUF	NHL	1	82	27	45	10	1461
ruffli01c	2003	BUF	NHL	1	82	37	38	7	1462
ruffli01c	2005	BUF	NHL	1	82	52	24	6	1463
ruffli01c	2006	BUF	NHL	1	82	53	22	7	1464
ruffli01c	2007	BUF	NHL	1	82	39	31	12	1465
ruffli01c	2008	BUF	NHL	1	82	41	32	9	1466
ruffli01c	2009	BUF	NHL	1	82	45	27	10	1467
ruffli01c	2010	BUF	NHL	1	82	43	29	10	1468
ruffli01c	2011	BUF	NHL	1	82	39	32	11	1469
ryanro01c	1973	NEW	WHA	1	78	43	31	4	1470
ryanro01c	1974	NEW	WHA	1	73	40	28	5	1471
saccojo01c	2009	COL	NHL	1	82	43	30	9	1472
saccojo01c	2010	COL	NHL	1	82	30	44	8	1473
saccojo01c	2011	COL	NHL	1	82	41	35	6	1474
sathegl01c	1976	EDO	WHA	2	18	9	7	2	1475
sathegl01c	1977	EDO	WHA	1	80	38	39	3	1476
sathegl01c	1978	EDO	WHA	1	80	48	30	2	1477
sathegl01c	1979	EDM	NHL	1	80	28	39	13	1478
sathegl01c	1980	EDM	NHL	2	62	25	26	11	1479
sathegl01c	1981	EDM	NHL	1	80	48	17	15	1480
sathegl01c	1982	EDM	NHL	1	80	47	21	12	1481
sathegl01c	1983	EDM	NHL	1	80	57	18	5	1482
sathegl01c	1984	EDM	NHL	1	80	49	20	11	1483
sathegl01c	1985	EDM	NHL	1	80	56	17	7	1484
sathegl01c	1986	EDM	NHL	1	80	50	24	6	1485
sathegl01c	1987	EDM	NHL	1	80	44	25	11	1486
sathegl01c	1988	EDM	NHL	1	80	38	34	8	1487
sathegl01c	1993	EDM	NHL	2	60	22	27	11	1488
sathegl01c	2002	NYR	NHL	2	28	11	13	4	1489
sathegl01c	2003	NYR	NHL	1	62	22	33	7	1490
satorte01c	1985	NYR	NHL	1	80	36	38	6	1491
satorte01c	1986	NYR	NHL	1	19	5	10	4	1492
satorte01c	1986	BUF	NHL	3	47	21	22	4	1493
satorte01c	1987	BUF	NHL	1	80	37	32	11	1494
satorte01c	1988	BUF	NHL	1	80	38	35	7	1495
savaged01c	1915	PO1	PCHA	1	18	13	5	0	1496
savaged01c	1916	PO1	PCHA	1	24	9	15	0	1497
savaged01c	1917	PO1	PCHA	1	18	7	11	0	1498
savaran01c	1987	QUE	NHL	1	24	10	13	1	1499
savarde01c	2006	CHI	NHL	2	61	24	30	7	1500
savarde01c	2007	CHI	NHL	1	82	40	34	8	1501
savarde01c	2008	CHI	NHL	1	4	1	2	1	1502
schinke01c	1972	PIT	NHL	2	36	15	18	3	1503
schinke01c	1973	PIT	NHL	1	50	14	31	5	1504
schinke01c	1975	PIT	NHL	2	37	20	10	7	1505
schinke01c	1976	PIT	NHL	1	80	34	33	13	1506
schmimi01c	1954	BOS	NHL	2	40	13	12	15	1507
schmimi01c	1955	BOS	NHL	1	70	23	34	13	1508
schmimi01c	1956	BOS	NHL	1	70	34	24	12	1509
schmimi01c	1957	BOS	NHL	1	70	27	28	15	1510
schmimi01c	1958	BOS	NHL	1	70	32	29	9	1511
schmimi01c	1959	BOS	NHL	1	70	28	34	8	1512
schmimi01c	1960	BOS	NHL	1	70	15	42	13	1513
schmimi01c	1962	BOS	NHL	2	56	13	31	12	1514
schmimi01c	1963	BOS	NHL	1	70	18	40	12	1515
schmimi01c	1964	BOS	NHL	1	70	21	43	6	1516
schmimi01c	1965	BOS	NHL	1	70	21	43	6	1517
schmimi01c	1974	WAS	NHL	3	8	2	6	0	1518
schmimi01c	1975	WAS	NHL	1	36	3	28	5	1519
schoeji01c	1985	BUF	NHL	1	43	19	19	5	1520
schoeji01c	1987	NJD	NHL	2	30	17	12	1	1521
schoeji01c	1988	NJD	NHL	1	80	27	41	12	1522
schoeji01c	1989	NJD	NHL	1	14	6	6	2	1523
schoeji01c	1993	WAS	NHL	2	37	19	12	6	1524
schoeji01c	1994	WAS	NHL	1	48	22	18	8	1525
schoeji01c	1995	WAS	NHL	1	82	39	32	11	1526
schoeji01c	1996	WAS	NHL	1	82	33	40	9	1527
schoeji01c	1997	PHO	NHL	1	82	35	35	12	1528
schoeji01c	1998	PHO	NHL	1	82	39	31	12	1529
shaugto01c	1929	CHI	NHL	1	21	10	8	3	1530
shawbr01c	2005	NYI	NHL	2	40	18	18	4	1531
shawbr02c	1973	EDO	WHA	1	78	38	37	3	1532
shawbr02c	1974	EDO	WHA	1	59	30	26	3	1533
sherofr01c	1971	PHI	NHL	1	78	26	38	14	1534
sherofr01c	1972	PHI	NHL	1	78	37	30	11	1535
sherofr01c	1973	PHI	NHL	1	78	50	16	12	1536
sherofr01c	1974	PHI	NHL	1	80	51	18	11	1537
sherofr01c	1975	PHI	NHL	1	80	51	13	16	1538
sherofr01c	1976	PHI	NHL	1	80	48	16	16	1539
sherofr01c	1977	PHI	NHL	1	80	45	20	15	1540
sherofr01c	1978	NYR	NHL	1	80	40	29	11	1541
sherofr01c	1979	NYR	NHL	1	80	38	32	10	1542
sherofr01c	1980	NYR	NHL	1	20	4	13	3	1543
simpsjo01c	1932	NYA	NHL	1	48	15	22	11	1544
simpsjo01c	1933	NYA	NHL	1	48	15	23	10	1545
simpsjo01c	1934	NYA	NHL	1	48	12	27	9	1546
simpste01c	1986	NYI	NHL	1	80	35	33	12	1547
simpste01c	1987	NYI	NHL	1	80	39	31	10	1548
simpste01c	1988	NYI	NHL	1	27	7	18	2	1549
simpste01c	1993	PHI	NHL	1	84	35	39	10	1550
simpste01c	1994	WIN	NHL	2	15	7	7	1	1551
simpste01c	1995	WIN	NHL	1	82	36	40	6	1552
simsal01c	1996	SJS	NHL	1	82	27	47	8	1553
sindeha01c	1966	BOS	NHL	1	70	17	43	10	1554
sindeha01c	1967	BOS	NHL	1	74	37	27	10	1555
sindeha01c	1968	BOS	NHL	1	76	42	18	16	1556
sindeha01c	1969	BOS	NHL	1	76	40	17	19	1557
sindeha01c	1979	BOS	NHL	2	7	6	1	0	1558
sindeha01c	1984	BOS	NHL	2	24	11	10	3	1559
skinnji01c	1954	DET	NHL	1	70	42	17	11	1560
skinnji01c	1955	DET	NHL	1	70	30	24	16	1561
skinnji01c	1956	DET	NHL	1	70	38	20	12	1562
skinnji01c	1957	DET	NHL	1	37	13	17	7	1563
slatete01c	1972	LAS	WHA	1	78	37	35	6	1564
slatete01c	1973	LAS	WHA	1	19	5	14	0	1565
slatete01c	1975	CIN	WHA	1	80	35	44	1	1566
slatete01c	1976	CIN	WHA	1	81	39	37	5	1567
smeatco01c	1930	PHQ	NHL	1	44	4	36	4	1568
smithal03c	1913	OT1	NHA	1	20	11	9	0	1569
smithal03c	1914	OT1	NHA	1	20	14	6	0	1570
smithal03c	1915	OT1	NHA	1	24	13	11	0	1571
smithal03c	1918	OTS	NHL	1	18	12	6	0	1572
smithba02c	1998	DET	NHL	1	5	4	1	0	1573
smithfl01c	1971	BUF	NHL	2	1	0	1	0	1574
smithfl01c	1974	BUF	NHL	1	80	49	16	15	1575
smithfl01c	1975	BUF	NHL	1	80	46	21	13	1576
smithfl01c	1976	BUF	NHL	1	80	48	24	8	1577
smithfl01c	1978	CIN	WHA	1	80	33	41	6	1578
smithfl01c	1979	TOR	NHL	1	68	30	33	5	1579
smithmi01c	1980	WIN	NHL	3	23	2	17	4	1580
smithro02c	1992	NYR	NHL	2	44	15	22	7	1581
smythco01c	1927	TOR	NHL	1	44	18	18	8	1582
smythco01c	1928	TOR	NHL	1	44	21	18	5	1583
smythco01c	1929	TOR	NHL	1	44	17	21	6	1584
smythco01c	1930	TOR	NHL	1	2	1	0	1	1585
sonmogl01c	1972	MFS	WHA	1	59	28	28	3	1586
sonmogl01c	1976	MF2	WHA	1	42	19	18	5	1587
sonmogl01c	1977	BIR	WHA	1	77	36	38	3	1588
sonmogl01c	1978	MNS	NHL	2	69	25	34	10	1589
sonmogl01c	1979	MNS	NHL	1	80	36	28	16	1590
sonmogl01c	1980	MNS	NHL	1	80	35	28	17	1591
sonmogl01c	1981	MNS	NHL	1	80	37	23	20	1592
sonmogl01c	1982	MNS	NHL	1	43	22	12	9	1593
sonmogl01c	1984	MNS	NHL	2	67	22	35	10	1594
sonmogl01c	1986	MNS	NHL	2	2	0	1	1	1595
sprouha01c	1919	TRS	NHL	2	12	7	5	0	1596
stanlba01c	1921	CAT	WCHL	1	24	14	10	0	1597
stanlba01c	1927	CHI	NHL	1	23	4	17	2	1598
staplpa01c	1973	CHC	WHA	1	78	38	35	5	1599
staplpa01c	1974	CHC	WHA	1	78	30	47	1	1600
staplpa01c	1978	IND	WHA	1	25	5	18	2	1601
stasivi01c	1969	PHI	NHL	1	76	17	35	24	1602
stasivi01c	1970	PHI	NHL	1	78	28	33	17	1603
stasivi01c	1971	CLF	NHL	2	75	21	38	16	1604
stasivi01c	1972	VAN	NHL	1	78	22	47	9	1605
stevejo01c	2006	PHI	NHL	2	74	21	42	11	1606
stevejo01c	2007	PHI	NHL	1	82	42	29	11	1607
stevejo01c	2008	PHI	NHL	1	82	44	27	11	1608
stevejo01c	2009	PHI	NHL	1	25	13	11	1	1609
stevejo01c	2011	LAK	NHL	2	4	2	2	0	1610
stewabi01c	1998	NYI	NHL	2	37	11	19	7	1611
stewabi02c	1937	CHI	NHL	1	48	14	25	9	1612
stewabi02c	1938	CHI	NHL	1	21	8	10	3	1613
stewaro01c	1975	NYR	NHL	1	39	15	20	4	1614
stewaro01c	1977	LAK	NHL	1	80	31	34	15	1615
stirlst01c	2003	NYI	NHL	1	82	38	33	11	1616
stirlst01c	2005	NYI	NHL	1	42	18	22	2	1617
stuarbr02c	1909	OT1	NHA	1	12	9	3	0	1618
stuarbr02c	1910	OT1	NHA	1	16	13	3	0	1619
stuarbr02c	1911	OT1	NHA	1	18	9	9	0	1620
stuarbr02c	1912	OT1	NHA	1	20	9	11	0	1621
suhonal01c	2000	CHI	NHL	1	82	29	45	8	1622
sullimi01c	2003	BOS	NHL	1	82	41	26	15	1623
sullimi01c	2005	BOS	NHL	1	82	29	37	16	1624
sullire01c	1962	NYR	NHL	2	36	11	17	8	1625
sullire01c	1963	NYR	NHL	1	70	22	38	10	1626
sullire01c	1964	NYR	NHL	1	70	20	38	12	1627
sullire01c	1965	NYR	NHL	1	20	5	10	5	1628
sullire01c	1967	PIT	NHL	1	74	27	34	13	1629
sullire01c	1968	PIT	NHL	1	76	20	45	11	1630
sullire01c	1974	WAS	NHL	2	18	2	16	0	1631
suthebi01c	1979	WIN	NHL	2	3	1	2	0	1632
suthebi01c	1980	WIN	NHL	2	29	6	20	3	1633
suttebr01c	1988	STL	NHL	1	80	33	35	12	1634
suttebr01c	1989	STL	NHL	1	80	37	34	9	1635
suttebr01c	1990	STL	NHL	1	80	47	22	11	1636
suttebr01c	1991	STL	NHL	1	80	36	33	11	1637
suttebr01c	1992	BOS	NHL	1	84	51	26	7	1638
suttebr01c	1993	BOS	NHL	1	84	42	29	13	1639
suttebr01c	1994	BOS	NHL	1	48	27	18	3	1640
suttebr01c	1997	CAL	NHL	1	82	26	41	15	1641
suttebr01c	1998	CAL	NHL	1	82	30	40	12	1642
suttebr01c	1999	CAL	NHL	1	82	31	41	10	1643
suttebr01c	2001	CHI	NHL	1	82	41	28	13	1644
suttebr01c	2002	CHI	NHL	1	82	30	39	13	1645
suttebr01c	2003	CHI	NHL	1	82	20	51	11	1646
suttebr02c	2007	NJD	NHL	1	82	46	29	7	1647
suttebr02c	2008	NJD	NHL	1	82	51	27	4	1648
suttebr02c	2009	CAL	NHL	1	82	40	32	10	1649
suttebr02c	2010	CAL	NHL	1	82	41	29	12	1650
suttebr02c	2011	CAL	NHL	1	82	37	29	16	1651
