coachID	year	tmID	lgID	order	games	wins	losses	ties	coachNumber
sutteda01c	1992	CHI	NHL	1	84	47	25	12	1652
sutteda01c	1993	CHI	NHL	1	84	39	36	9	1653
sutteda01c	1994	CHI	NHL	1	48	24	19	5	1654
sutteda01c	1997	SJS	NHL	1	82	34	38	10	1655
sutteda01c	1998	SJS	NHL	1	82	31	33	18	1656
sutteda01c	1999	SJS	NHL	1	82	35	37	10	1657
sutteda01c	2000	SJS	NHL	1	82	40	30	12	1658
sutteda01c	2001	SJS	NHL	1	82	44	30	8	1659
sutteda01c	2002	SJS	NHL	1	24	8	14	2	1660
sutteda01c	2002	CAL	NHL	3	46	19	19	8	1661
sutteda01c	2003	CAL	NHL	1	82	42	33	7	1662
sutteda01c	2005	CAL	NHL	1	82	46	25	11	1663
sutteda01c	2011	LAK	NHL	3	49	25	13	11	1664
suttedu01c	2000	FLO	NHL	2	46	16	24	6	1665
suttedu01c	2001	FLO	NHL	1	26	6	18	2	1666
talboje01c	1972	STL	NHL	2	65	30	28	7	1667
talboje01c	1973	STL	NHL	1	55	22	25	8	1668
talboje01c	1975	DOT	WHA	1	41	14	26	1	1669
talboje01c	1977	NYR	NHL	1	80	30	37	13	1670
tessior01c	1982	CHI	NHL	1	80	47	23	10	1671
tessior01c	1983	CHI	NHL	1	80	30	42	8	1672
tessior01c	1984	CHI	NHL	1	53	22	28	3	1673
therrmi01c	2000	MTL	NHL	2	62	23	33	6	1674
therrmi01c	2001	MTL	NHL	1	82	36	34	12	1675
therrmi01c	2002	MTL	NHL	1	46	18	23	5	1676
therrmi01c	2005	PIT	NHL	2	51	14	29	8	1677
therrmi01c	2006	PIT	NHL	1	82	47	24	11	1678
therrmi01c	2007	PIT	NHL	1	82	47	27	8	1679
therrmi01c	2008	PIT	NHL	1	57	27	25	5	1680
thomppa01c	1938	CHI	NHL	2	27	4	18	5	1681
thomppa01c	1939	CHI	NHL	1	48	23	19	6	1682
thomppa01c	1940	CHI	NHL	1	48	16	25	7	1683
thomppa01c	1941	CHI	NHL	1	48	22	23	3	1684
thomppa01c	1942	CHI	NHL	1	50	17	18	15	1685
thomppa01c	1943	CHI	NHL	1	50	22	23	5	1686
thomppa01c	1944	CHI	NHL	1	1	0	1	0	1687
thomppe01c	1920	HAM	NHL	1	24	6	18	0	1688
thomppe01c	1921	HAM	NHL	1	24	7	17	0	1689
tippeda01c	2002	DAL	NHL	1	82	46	21	15	1690
tippeda01c	2003	DAL	NHL	1	82	41	28	13	1691
tippeda01c	2005	DAL	NHL	1	82	53	23	6	1692
tippeda01c	2006	DAL	NHL	1	82	50	25	7	1693
tippeda01c	2007	DAL	NHL	1	82	45	30	7	1694
tippeda01c	2008	DAL	NHL	1	82	36	35	11	1695
tippeda01c	2010	PHO	NHL	1	82	43	26	13	1696
tippeda01c	2011	PHO	NHL	1	82	42	27	13	1697
tobinbi01c	1929	CHI	NHL	2	23	11	10	2	1698
tobinbi01c	1931	CHI	NHL	1	48	18	19	11	1699
tocchri01c	2008	TBL	NHL	2	66	19	33	14	1700
tocchri01c	2009	TBL	NHL	1	82	34	36	12	1701
torchjo01c	2003	FLO	NHL	3	27	10	13	4	1702
torchjo01c	2005	LAK	NHL	2	12	5	7	0	1703
tortojo01c	1999	NYR	NHL	2	4	0	3	1	1704
tortojo01c	2000	TBL	NHL	2	43	12	30	1	1705
tortojo01c	2001	TBL	NHL	1	82	27	44	11	1706
tortojo01c	2002	TBL	NHL	1	82	36	30	16	1707
tortojo01c	2003	TBL	NHL	1	82	46	28	8	1708
tortojo01c	2005	TBL	NHL	1	82	43	33	6	1709
tortojo01c	2006	TBL	NHL	1	82	44	33	5	1710
tortojo01c	2007	TBL	NHL	1	82	31	42	9	1711
tortojo01c	2008	NYR	NHL	2	21	12	7	2	1712
tortojo01c	2009	NYR	NHL	1	82	38	33	11	1713
tortojo01c	2010	NYR	NHL	1	82	44	33	5	1714
tortojo01c	2011	NYR	NHL	1	82	51	24	7	1715
trembma02c	1995	MTL	NHL	3	77	40	27	10	1716
trembma02c	1996	MTL	NHL	1	82	31	36	15	1717
triheha01c	1909	MOS	NHA	1	12	3	8	1	1718
trottbr01c	2002	NYR	NHL	1	54	21	27	6	1719
trotzba01c	1998	NAS	NHL	1	82	28	47	7	1720
trotzba01c	1999	NAS	NHL	1	82	28	47	7	1721
trotzba01c	2000	NAS	NHL	1	82	34	39	9	1722
trotzba01c	2001	NAS	NHL	1	82	28	41	13	1723
trotzba01c	2002	NAS	NHL	1	82	27	42	13	1724
trotzba01c	2003	NAS	NHL	1	82	38	33	11	1725
trotzba01c	2005	NAS	NHL	1	82	49	25	8	1726
trotzba01c	2006	NAS	NHL	1	82	51	23	8	1727
trotzba01c	2007	NAS	NHL	1	82	41	32	9	1728
trotzba01c	2008	NAS	NHL	1	82	40	34	8	1729
trotzba01c	2009	NAS	NHL	1	82	47	29	6	1730
trotzba01c	2010	NAS	NHL	1	82	44	27	11	1731
trotzba01c	2011	NAS	NHL	1	82	48	26	8	1732
ubriage01c	1988	PIT	NHL	1	80	40	33	7	1733
ubriage01c	1989	PIT	NHL	1	26	10	14	2	1734
vachoro01c	1983	LAK	NHL	2	2	1	0	1	1735
vachoro01c	1987	LAK	NHL	2	1	0	1	0	1736
vachoro01c	1994	LAK	NHL	2	7	3	2	2	1737
vigneal01c	1997	MTL	NHL	1	82	37	32	13	1738
vigneal01c	1998	MTL	NHL	1	82	32	39	11	1739
vigneal01c	1999	MTL	NHL	1	82	35	38	9	1740
vigneal01c	2000	MTL	NHL	1	20	5	13	2	1741
vigneal01c	2006	VAN	NHL	1	82	49	26	7	1742
vigneal01c	2007	VAN	NHL	1	82	39	33	10	1743
vigneal01c	2008	VAN	NHL	1	82	45	27	10	1744
vigneal01c	2009	VAN	NHL	1	82	49	28	5	1745
vigneal01c	2010	VAN	NHL	1	82	54	19	9	1746
vigneal01c	2011	VAN	NHL	1	82	51	22	9	1747
viviaja01c	1974	CLC	WHA	2	45	21	22	2	1748
waddedo01c	2002	ATL	NHL	2	10	4	5	1	1749
waddedo01c	2007	ATL	NHL	2	76	34	34	8	1750
watsobr01c	1980	EDM	NHL	1	18	4	9	5	1751
watsoph01c	1955	NYR	NHL	1	70	32	28	10	1752
watsoph01c	1956	NYR	NHL	1	70	26	30	14	1753
watsoph01c	1957	NYR	NHL	1	70	32	25	13	1754
watsoph01c	1958	NYR	NHL	1	70	26	32	12	1755
watsoph01c	1959	NYR	NHL	1	15	3	9	3	1756
watsoph01c	1961	BOS	NHL	1	70	15	47	8	1757
watsoph01c	1962	BOS	NHL	1	14	1	8	5	1758
watsoph01c	1972	PHB	WHA	2	71	37	34	0	1759
watsoph01c	1973	VAB	WHA	2	12	3	9	0	1760
wattto01c	1981	WIN	NHL	1	80	33	33	14	1761
wattto01c	1982	WIN	NHL	1	80	33	39	8	1762
wattto01c	1983	WIN	NHL	1	21	6	13	2	1763
wattto01c	1985	VAN	NHL	1	80	23	44	13	1764
wattto01c	1986	VAN	NHL	1	80	29	43	8	1765
wattto01c	1990	TOR	NHL	2	69	22	37	10	1766
wattto01c	1991	TOR	NHL	1	80	30	43	7	1767
webstto01c	1986	NYR	NHL	2	18	5	9	4	1768
webstto01c	1989	LAK	NHL	1	80	34	39	7	1769
webstto01c	1990	LAK	NHL	1	80	46	24	10	1770
webstto01c	1991	LAK	NHL	1	80	35	31	14	1771
weilaco01c	1939	BOS	NHL	1	48	31	12	5	1772
weilaco01c	1940	BOS	NHL	1	48	27	8	13	1773
whitebi01c	1976	CHI	NHL	2	46	16	24	6	1774
wileyji01c	1995	SJS	NHL	2	57	17	37	3	1775
wilkiia01c	1972	NRA	WHA	2	1	1	0	0	1776
wilsojo01c	1969	LAK	NHL	2	52	9	34	9	1777
wilsojo01c	1971	DET	NHL	2	67	30	27	10	1778
wilsojo01c	1972	DET	NHL	1	78	37	29	12	1779
wilsojo01c	1974	MIB	WHA	1	78	21	53	4	1780
wilsojo01c	1975	CLC	WHA	1	80	35	40	5	1781
wilsojo01c	1976	COR	NHL	1	80	20	46	14	1782
wilsojo01c	1977	PIT	NHL	1	80	25	37	18	1783
wilsojo01c	1978	PIT	NHL	1	80	36	31	13	1784
wilsojo01c	1979	PIT	NHL	1	80	30	37	13	1785
wilsola01c	1976	DET	NHL	2	36	3	29	4	1786
wilsori01c	2001	DAL	NHL	2	32	13	12	7	1787
wilsoro02c	1993	ANA	NHL	1	84	33	46	5	1788
wilsoro02c	1994	ANA	NHL	1	48	16	27	5	1789
wilsoro02c	1995	ANA	NHL	1	82	35	39	8	1790
wilsoro02c	1996	ANA	NHL	1	82	36	33	13	1791
wilsoro02c	1997	WAS	NHL	1	82	40	30	12	1792
wilsoro02c	1998	WAS	NHL	1	82	31	45	6	1793
wilsoro02c	1999	WAS	NHL	1	82	44	26	12	1794
wilsoro02c	2000	WAS	NHL	1	82	41	31	10	1795
wilsoro02c	2001	WAS	NHL	1	82	36	35	11	1796
wilsoro02c	2002	SJS	NHL	3	57	19	31	7	1797
wilsoro02c	2003	SJS	NHL	1	82	43	27	12	1798
wilsoro02c	2005	SJS	NHL	1	82	44	27	11	1799
wilsoro02c	2006	SJS	NHL	1	82	51	26	5	1800
wilsoro02c	2007	SJS	NHL	1	82	49	23	10	1801
wilsoro02c	2008	TOR	NHL	1	82	34	35	13	1802
wilsoro02c	2009	TOR	NHL	1	82	30	38	14	1803
wilsoro02c	2010	TOR	NHL	1	82	37	34	11	1804
wilsoro02c	2011	TOR	NHL	1	64	29	28	7	1805
yawnetr01c	2005	CHI	NHL	1	82	26	43	13	1806
yawnetr01c	2006	CHI	NHL	1	21	7	12	2	1807
yeomi01c	2011	MIN	NHL	1	82	35	36	11	1808
youngga01c	1972	CLF	NHL	1	12	2	7	3	1809
youngga01c	1974	STL	NHL	3	69	32	26	11	1810
youngga01c	1975	STL	NHL	1	29	9	15	5	1811
youngwe02c	1909	HAI	NHA	1	12	4	8	0	1812
